date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:32:32	4933/4933	---M--	200	added ('OK')	application/x-javascript	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/js/jquery.matchHeight.min.js?ver=1.0.6&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/js/jquery.matchHeight.minbee4.js	(from https://theamitmiglani.com/)
19:32:32	395/395	---M--	200	added ('OK')	application/x-javascript	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/js/global.js?ver=1.0.6&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/js/globalbee4.js	(from https://theamitmiglani.com/)
19:32:33	3676/3676	---M--	200	added ('OK')	application/x-javascript	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/js/responsive-menus.min.js?ver=1.0.6&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/js/responsive-menus.minbee4.js	(from https://theamitmiglani.com/)
19:32:33	860/860	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/js/social-icons-widget-frontend.js?ver=20170209&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/js/social-icons-widget-frontend5508.js	(from https://theamitmiglani.com/)
19:32:34	4000/4000	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Nov%202016%2015:10:34%20GMT	https://theamitmiglani.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-includes/js/jquery/ui/core.minca63.js	(from https://theamitmiglani.com/)
19:32:34	6527/6527	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Nov%202016%2015:10:34%20GMT	https://theamitmiglani.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-includes/js/jquery/ui/position.minca63.js	(from https://theamitmiglani.com/)
19:32:35	345/345	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Oct%202020%2014:02:36%20GMT	http://theamitmiglani.com/wp-content/uploads/pum/pum-site-scripts.js?defer&generated=1576775982&ver=1.8.14&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/uploads/pum/pum-site-scripts.43438c.delayed	(from https://theamitmiglani.com/)
19:32:35	48595/48595	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2019%20Dec%202019%2017:19:42%20GMT	https://theamitmiglani.com/wp-content/uploads/pum/pum-site-scripts.js?defer&generated=1576775982&ver=1.8.14&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/uploads/pum/pum-site-scripts438c.js	(from https://theamitmiglani.com/)
19:32:36	1403/1403	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2030%20Aug%202018%2022:10:26%20GMT	https://theamitmiglani.com/wp-includes/js/wp-embed.min.js?ver=5.2.7&189db0&189db0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-includes/js/wp-embed.min7e03.js	(from https://theamitmiglani.com/)
19:32:37	847/847	---M--	200	added ('OK')	image/gif	date:Thu,%2019%20Dec%202019%2016:29:27%20GMT	https://theamitmiglani.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://theamitmiglani.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6&189db0&189db0)
19:32:37	5000/5000	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2026%20Jan%202020%2020:44:58%20GMT	https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost.eot?9e18pt	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost98c1.eot	(from https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/rate-my-post.css?ver=3.0.0&189db0&189db0)
19:32:38	4824/4824	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Sun,%2026%20Jan%202020%2020:44:58%20GMT	https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost.ttf?9e18pt	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost98c1.ttf	(from https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/rate-my-post.css?ver=3.0.0&189db0&189db0)
19:32:38	4900/4900	---M-Z	200	added ('OK')	application/font-woff	date:Sun,%2026%20Jan%202020%2020:44:58%20GMT	https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost.woff?9e18pt	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost98c1.woff	(from https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/rate-my-post.css?ver=3.0.0&189db0&189db0)
19:32:38	14049/14049	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2026%20Jan%202020%2020:44:58%20GMT	https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost.svg?9e18pt	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/fonts/ratemypost98c1.svg	(from https://theamitmiglani.com/wp-content/plugins/rate-my-post/public/css/rate-my-post.css?ver=3.0.0&189db0&189db0)
19:32:39	699/699	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2017:54:38%20GMT	https://theamitmiglani.com/wp-content/plugins/templately/assets/images/logo-icon.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/templately/assets/images/logo-icon.svg	(from https://theamitmiglani.com/wp-content/plugins/templately/assets/css/editor.css?ver=1.1.2&189db0&189db0)
19:32:39	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:40	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:40	1304/1304	---M-Z	200	added ('OK')	application/font-woff	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:41	1512/1512	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:41	929/929	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:42	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:43	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:43	14176/14176	---M-Z	200	added ('OK')	application/font-woff	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:43	14100/14100	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:44	46770/46770	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:05%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:44	158/158	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:45	1359/1359	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:45	4634/4634	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:45	3110/3110	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:46	804/804	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:46	6797/6797	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:47	2800/2800	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:47	4662/4662	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:47	2185/2185	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2012%20Aug%202020%2013:36:01%20GMT	https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from https://theamitmiglani.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.3.2&189db0&189db0)
19:32:48	1396/1396	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Dec%202019%2013:22:48%20GMT	https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.eot?-5j7dhv	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon7d8c.eot	(from https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=1.7&189db0&189db0)
19:32:48	1396/1396	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Dec%202019%2013:22:48%20GMT	https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.eot?	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoond41d.eot	(from https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=1.7&189db0&189db0)
19:32:49	1204/1204	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Thu,%2019%20Dec%202019%2013:22:48%20GMT	https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.ttf?-5j7dhv	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon7d8c.ttf	(from https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=1.7&189db0&189db0)
19:32:49	1280/1280	---M-Z	200	added ('OK')	application/font-woff	date:Thu,%2019%20Dec%202019%2013:22:48%20GMT	https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.woff?-5j7dhv	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon7d8c.woff	(from https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=1.7&189db0&189db0)
19:32:50	655/655	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Dec%202019%2013:22:48%20GMT	https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.svg?-5j7dhv	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon7d8c.svg	(from https://theamitmiglani.com/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=1.7&189db0&189db0)
19:32:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Oct%202020%2014:02:51%20GMT	https://theamitmiglani.com/wp-content/uploads/img/bg.jpg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/uploads/img/bg.jpg	(from https://theamitmiglani.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.css?ver=1603720844&189db0&189db0)
19:32:52	59464/59464	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons.eot?6y4lku	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons7fd3.eot	(from https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons.css?ver=1.0.6&189db0&189db0)
19:32:53	59296/59296	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons.ttf?6y4lku	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons7fd3.ttf	(from https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons.css?ver=1.0.6&189db0&189db0)
19:32:54	59372/59372	---M-Z	200	added ('OK')	application/font-woff	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons.woff?6y4lku	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons7fd3.woff	(from https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons.css?ver=1.0.6&189db0&189db0)
19:32:54	201592/201592	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202019%2010:04:22%20GMT	https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons.svg?6y4lku	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons/sp-icons7fd3.svg	(from https://theamitmiglani.com/wp-content/themes/academy-pro/css/sp-icons.css?ver=1.0.6&189db0&189db0)
19:32:54	54900/54900	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.eot	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.eot	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/socicon.css?ver=201908132&189db0&189db0)
19:32:54	54736/54736	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.ttf	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.ttf	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/socicon.css?ver=201908132&189db0&189db0)
19:32:55	54812/54812	---M-Z	200	added ('OK')	application/font-woff	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.woff	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.woff	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/socicon.css?ver=201908132&189db0&189db0)
19:32:55	208722/208722	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.svg	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/socicon.css?ver=201908132&189db0&189db0)
19:32:55	22374/22374	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2020%20Nov%202019%2000:18:38%20GMT	https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.eot	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.eot	(from https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css?ver=3.1&189db0&189db0)
19:32:56	22374/22374	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2020%20Nov%202019%2000:18:38%20GMT	https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.eot?	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericonsd41d.eot	(from https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css?ver=3.1&189db0&189db0)
19:32:56	22188/22188	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Wed,%2020%20Nov%202019%2000:18:38%20GMT	https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.ttf	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.ttf	(from https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css?ver=3.1&189db0&189db0)
19:32:56	76980/76980	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Nov%202019%2000:18:38%20GMT	https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.svg	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/Genericons.svg	(from https://theamitmiglani.com/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css?ver=3.1&189db0&189db0)
19:32:56	47680/47680	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.eot?v=1.8.6	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.eot	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.min.css?ver=20190406&189db0&189db0)
19:32:57	47500/47500	---M-Z	200	added ('OK')	application/vnd.ms-opentype	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.ttf?v=1.8.6	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.ttf	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.min.css?ver=20190406&189db0&189db0)
19:32:57	47576/47576	---M-Z	200	added ('OK')	application/font-woff	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.woff?v=1.8.6	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.woff	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.min.css?ver=20190406&189db0&189db0)
19:32:58	187769/187769	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.svg?v=1.8.6	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.svg	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.min.css?ver=20190406&189db0&189db0)
19:32:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont3e6e.eot	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/font-awesome.min.css?ver=20180625&189db0&189db0)
19:32:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202019%2018:10:23%20GMT	https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont.eot?	C:/My%20Web%20Sites/theamitmiglani/theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfontd41d.eot	(from https://theamitmiglani.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/font-awesome.min.css?ver=20180625&189db0&189db0)
